Date,Sent Amount,Sent Currency,Received Amount,Received Currency,Fee Amount,Fee Currency,Net Worth Amount,Net Worth Currency,Label,Description,TxHash
2025-01-28T17:44:00.000Z,-0.000012,XRP,,,0.000012,XRP,-0.0000378624,USD,,,881075E1EDA0953F29A17C1CCBB38011BF6BD16A806D06687BC9254E21BDCD39
2025-01-28T14:53:10.000Z,,,1640,ID:5607298,0,XRP,0.665573683679999948083176,USD,,Tipper NFT Faucet : PARC - drop #17141,E16356DB8BD787A1D456FA658F0AA10C4524B05AB507BE174A1D4D94BD45D08F
2025-01-28T14:53:10.000Z,,,801,ID:5607298,0,XRP,0.3250759272119999746430634,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #16934,1FBD9B451A96AFCB659A42A2625EA7564EDDCB063D0634DABB4BB871831EE3A8
2025-01-27T21:18:11.000Z,,,0.000001,XRP,0,XRP,0.00000303956,USD,,,FFD09739818305D66137B5570CAEFF731359DC4D3EFB252C280C60C6C45B8A7D
2025-01-27T21:18:11.000Z,,,0.000001,XRP,0,XRP,0.00000303956,USD,,,196F70C3B5D5BC53AE82765AEA6CE2F4D0007EDD63BC8D3946BB447B096C36BA
2025-01-27T21:17:51.000Z,-4882,ID:5607298,,,0,XRP,-1.9005992345279998517473296,USD,,,88BC0247F04FE79CE21E1E4F874E323282F06927472725621D9B44C7C3D5482F
2025-01-27T21:17:51.000Z,,,,,0.000012,XRP,2.19039524616,USD,,,88BC0247F04FE79CE21E1E4F874E323282F06927472725621D9B44C7C3D5482F
2025-01-27T14:21:30.000Z,,,1640,ID:5607298,0,XRP,0.605583621839999952762588,USD,,Tipper NFT Faucet : PARC - drop #17358,251FBDAFB4C5A714802DC54AF10493313922EC5DE1FF15CDD9C3A2EB2BFCF9F2
2025-01-27T14:21:30.000Z,,,801,ID:5607298,0,XRP,0.2949287254559999769946392,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #17153,62A7DB878749DD5A1CF384EC805A7BA2D9781E7B2881D65A25728471A8F4552C
2025-01-27T12:57:40.000Z,,,1640,ID:5607298,0,XRP,0.602909267279999952971196,USD,,Tipper NFT Faucet : PARC - drop #13585,9BC4621C4836F01151C09F5D8750926991CCCE1844FD09CC7952D2CB5F09EA91
2025-01-27T12:57:40.000Z,,,801,ID:5607298,0,XRP,0.2949852039659999769902337,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #15046,4EBC488D1CB02D5102B332DC69B7E7B0C4EFDC88658C0DA7E603905431A964F6
2025-01-26T13:58:22.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003742092,USD,,,8302E0176019384C53D224E9BEBB43C333EFBE9E8F66A28C6278E43EF6ACA082
2025-01-26T13:58:11.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003742092,USD,,,51830DB9BA29668F5E4ADF84F43293A1E7EBC1BC8F001073BA22D5E38403BA69
2025-01-26T13:57:52.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003740988,USD,,,FC8B70B1CE53F5EB7EC1FB2661552D96F600679A642A06B9345BCF6BFBCE263E
2025-01-26T13:57:31.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003740784,USD,,,7722BDCF4F276D18F26409969BF7F96CA894F7647E5E05AA6847E873561A044A
2025-01-26T13:57:11.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003740784,USD,,,F7BBFA37BCB1DA80849657B865C1A9ED72721CEC580DB9C8A5A9795A612B69E0
2025-01-26T13:56:20.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003741168,USD,,,582367FFEBB0B55FB5B32EB41982CA801179B16DD4395CF5C36295AF4555732A
2025-01-26T13:56:00.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003741012,USD,,,7FEFB4214FC54C3FE3C77F07AD36207072DF5AD3937D637FEA861FC4F960F539
2025-01-26T13:55:40.000Z,-0.000012,XRP,,,0.000012,XRP,-0.0000374076,USD,,,39E2350EB1B00646AB529C34015F1A016BE04A25F7DE81AE45B09711EBEC71D6
2025-01-26T13:55:21.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003740568,USD,,,E00AE05784AF0DA535A5D7F16BE9DBD3B0F86C7F1A74FB95525A5ACD9BC301AB
2025-01-26T13:55:10.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003740568,USD,,,236B9FF516C7C09B655A64C90530B8DA3187196837B6F80990DFC18BA3872949
2025-01-26T13:54:51.000Z,-0.000012,XRP,,,0.000012,XRP,-0.0000374052,USD,,,1FF77A3A3C18D4FC8E9787EB86DD06D193FDFCEEF67EB8FFD9ED723141328A84
2025-01-25T14:25:02.000Z,,,0.000001,XRP,0,XRP,0.00000311469,USD,,,32F1BC68EC1628B25B423464634F23DE24BE9DC1AECF753CE483DE6981988897
2025-01-25T14:25:02.000Z,,,0.000001,XRP,0,XRP,0.00000311469,USD,,,B7A104D414C9293E40C13DDF0309654B6021EB7A6E140D7C21CE3FA26CF08970
2025-01-25T14:24:41.000Z,-7323,ID:5607298,,,0,XRP,-2.921816870847,USD,,,80A5B59D1B3BEB871EA9C300397F1770259F3A3AFBE5CC995BBEF1ADBFA390DA
2025-01-25T14:24:41.000Z,,,,,0.000012,XRP,3.7998562371,USD,,,80A5B59D1B3BEB871EA9C300397F1770259F3A3AFBE5CC995BBEF1ADBFA390DA
2025-01-25T14:15:10.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003731292,USD,,Sell offer by xrp.cafe,0A0519AC05541C7912B22F79CC3BC9F65B792AAF37699C8FA275D5BB780D27C2
2025-01-25T14:07:50.000Z,,,1640,ID:5607298,0,XRP,0.65436334068,USD,,Tipper NFT Faucet : PARC - drop #17521,A6ACC70B8914775D6131138F9CA1F513BF3AB744DB554852C1DD15E4DFA7A4C7
2025-01-25T14:07:42.000Z,,,801,ID:5607298,0,XRP,0.319600631637,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #18769,E54F2CAB13FD99F388002BFCFCD1C8EE28E0B4823C81B9F382AD9F45D051DABD
2025-01-24T16:24:00.000Z,,,1640,ID:5607298,0,XRP,0.66305451576,USD,,Tipper NFT Faucet : PARC - drop #19863,92912B2594CB7019B05F3E2D124C208F0C6D71018FA7E1B4CE69F1AD2462B1BA
2025-01-24T16:24:00.000Z,,,801,ID:5607298,0,XRP,0.323845528734,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #13767,F99B4EB72C99E95DFC40DC4584F6162416E2D77F551597B6945E612F7A74C025
2025-01-24T03:19:12.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003694536,USD,,Sell offer by xrp.cafe,A77D9004254D770FCB8FE99485BC901DD2D3524453870A78F273E9C271B58E1A
2025-01-24T03:12:42.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003692184,USD,,Sell offer by xrp.cafe,2BF79F54B56CFD46281928FEBE124E3FA938D2EDE2F3C2580DB92CB3FC57F90A
2025-01-23T14:25:31.000Z,,,1640,ID:5607298,0,XRP,0.651098368,USD,,Tipper NFT Faucet : PARC - drop #12624,D0DEB9545390973E369782493C66E0A7DC66B63A5F02637838E8895E6928D08A
2025-01-23T14:25:31.000Z,,,801,ID:5607298,0,XRP,0.31845401856,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #12950,3CC3047B4977561C6DCC776EACD1A12F7C6FEB4E2B4A849A731A274BE6250C2F
2025-01-22T17:15:31.000Z,,,,,0,XRP,15.4089272223741696,USD,,,2C614E1B995BA83A09EB33836B6BC8041AE1B78C32D1698CF21830BBB4584DA7
2025-01-22T17:15:31.000Z,-5.000012,XRP,,,0.000012,XRP,-15.8610380664,USD,,,2C614E1B995BA83A09EB33836B6BC8041AE1B78C32D1698CF21830BBB4584DA7
2025-01-22T17:13:51.000Z,-0.000012,XRP,,,0.000012,XRP,-0.0000381258,USD,,,0F0399CFFA94E38A560C1AD89CA11AEA205AE8488268758074ED7915C146981E
2025-01-22T16:16:30.000Z,,,0.000001,XRP,0,XRP,0.00000315114,USD,,,D95C08D08F2A699777FA1094EE40B3931F3A2E2B7A9508AAA3B85FB1E99AEAEA
2025-01-22T16:16:30.000Z,,,0.000001,XRP,0,XRP,0.00000315114,USD,,,C7F7688623CE07B576FBE75E275E16567488362C05A9C9193BCB4E21AC0BFC53
2025-01-22T16:15:51.000Z,-2441,ID:5607298,,,0,XRP,-0.977852519491,USD,,,1B65881B730B732C38ABEA7059E67CD3D6C091F7746829EC6AA54B532871A16D
2025-01-22T16:15:51.000Z,,,,,0.000012,XRP,1.2602197104,USD,,,1B65881B730B732C38ABEA7059E67CD3D6C091F7746829EC6AA54B532871A16D
2025-01-22T16:13:21.000Z,,,1640,ID:5607298,0,XRP,0.65770126876,USD,,Tipper NFT Faucet : PARC - drop #14927,157D9B155303EF2C788087B6050820B2463EC4FB9B5E58C062728BF45E18E188
2025-01-22T16:13:21.000Z,,,801,ID:5607298,0,XRP,0.321230924559,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #14385,294092E19FAD81FA30FD423B66F819A00F7E3C067E14E15857C872C2372EBD12
2025-01-21T19:24:02.000Z,,,0.000001,XRP,0,XRP,0.00000321105,USD,,,37400070978237AE62D559E3167FDCF4CDB23491C5F4538BFD17DD625B7F43FE
2025-01-21T19:24:02.000Z,,,0.000001,XRP,0,XRP,0.00000321105,USD,,,2E52DC5F3741BE5CC1E9DE104DC9EA1BFE6802634290EC8F409087D55BBA7B48
2025-01-21T19:23:32.000Z,-2441,ID:5607298,,,0,XRP,-0.996231794655,USD,,,5A33CC190BF4DD73C99AD5D78A49831F2936A784403D7C06F9A584415FC84D9E
2025-01-21T19:23:32.000Z,,,,,0.000012,XRP,1.27204782435,USD,,,5A33CC190BF4DD73C99AD5D78A49831F2936A784403D7C06F9A584415FC84D9E
2025-01-21T19:19:10.000Z,,,1640,ID:5607298,0,XRP,0.6693241062,USD,,Tipper NFT Faucet : PARC - drop #12081,61E29193AEA1B14EFF1AB2BB3170A836B15BB812EB918D83F11BAA49296D7964
2025-01-21T19:19:10.000Z,,,801,ID:5607298,0,XRP,0.326907688455,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #19489,7CDF24E0DAD3DD52D9DC7BA04F60568FA3DBF762D9B14DE21E9028876CFA7A9A
2025-01-21T02:26:42.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003706884,USD,,,2B3A8AC9A6BB96A4B379EE1C7A2DE442470AABC235D2794F836CED9AA432FABB
2025-01-21T02:26:30.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003706884,USD,,,88BE1CEC696574BC8FEFF684F545E8F42E9B645E9B362CE3A2558428D8138645
2025-01-21T02:26:11.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003706884,USD,,,F17594CE656CCC4596A151FFD1D95869BEC8A81269497C4FDCFACF6E1DA043BE
2025-01-21T02:21:10.000Z,,,0.000001,XRP,0,XRP,0.00000308907,USD,,,906DF42F3091A87A2A520193CA8A6CB543E948B67380B5591A16D83C4C5A6F44
2025-01-21T02:21:01.000Z,,,0.000001,XRP,0,XRP,0.00000308907,USD,,,BC1C97451F013C8DEC4CFC3AE831F234A119D11B517ED9673C52507436D3701F
2025-01-21T02:20:40.000Z,-2441,ID:5607298,,,0,XRP,-0.95763332349,USD,,,2E5CD7D733737C3390E1FC9807675D93EEF6A2AC522A4AA9E74754735282C15C
2025-01-21T02:20:40.000Z,,,,,0.000012,XRP,1.23012636633,USD,,,2E5CD7D733737C3390E1FC9807675D93EEF6A2AC522A4AA9E74754735282C15C
2025-01-20T21:31:20.000Z,,,1640,ID:5607298,0,XRP,0.6398798988,USD,,Tipper NFT Faucet : PARC - drop #10979,9DB5A87A30C625F0DD7E507E7A2EDA64340396055AD59470EEDC20D603E2C235
2025-01-20T21:31:20.000Z,,,801,ID:5607298,0,XRP,0.31252670667,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #17335,D4900E35F4126D7FDF39C6F8C43B9B6F71E434EDDBC751C487B18714F4D8B506
2025-01-20T03:51:40.000Z,,,0.000001,XRP,0,XRP,0.00000310976,USD,,,D9293706F7CCA97588061F816E0244602E4D78BE228B6D5E46027AF949296743
2025-01-20T03:51:02.000Z,-3400.000012,XRP,,,0.000012,XRP,-10573.18403731712,USD,,,9816A8D4F36A8BA18D93BF242D8F324D9FE36F6D84437A4ECA3DF039DA3EF3B2
2025-01-20T03:49:30.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003731712,USD,,,2685BA82CAFC60241C80095622E85CE6AEFAD3E5EDDDAA69A0E64E5EF398E1C8
2025-01-20T03:49:12.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003731712,USD,,,4794E88181BE07729E843C6DEE97231B388E7710B13B69351024F555607CD17C
2025-01-20T03:49:00.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003731712,USD,,,29A270583335A1906BDA131355613A661CABF88AD5724C455E450192382C37A6
2025-01-20T03:46:21.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003731712,USD,,,790B7394FDD08A9644CD00261EA2711146E8451948932FC98DAC6D5E13EA2B79
2025-01-20T03:46:00.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003731712,USD,,,8B81E4CD932137B5103D21B9DABB56C6A62D89E9AF69E8CF73E6346C772801B7
2025-01-20T03:45:41.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003731712,USD,,,2A85172BC4CF9E53AE7BB73031B9A19E897FBD66056CC05503AC8C08AF4EC183
2025-01-20T03:23:00.000Z,,,3310.848,XRP,0,XRP,10205.5234176,USD,,xrp.cafe - sale,70CCFEAECD6C6768F1F794116BAAF228B94554EA09DC05E06FCA0D61BABD01B6
2025-01-20T00:34:42.000Z,,,0.000001,XRP,0,XRP,0.00000292841,USD,,,D43F8E0DED9F661734F6A961D9A5A8CE1881F91092381A0694613D76C312733A
2025-01-20T00:34:41.000Z,,,0.000001,XRP,0,XRP,0.00000292841,USD,,,9ADFDC5272A44C28601C814A76F6AE6D3CFF5D1A32A43555B2A793A849DEEC3A
2025-01-20T00:33:30.000Z,-2441,ID:5607298,,,0,XRP,-0.90782759887,USD,,,62EC58AB898368643C5581C462F702BC590E4A322991C23A51A375C5C2816FC3
2025-01-20T00:33:30.000Z,,,,,0.000012,XRP,1.5327590781,USD,,,62EC58AB898368643C5581C462F702BC590E4A322991C23A51A375C5C2816FC3
2025-01-20T00:25:00.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003545448,USD,,Sell offer by xrp.cafe,5BCFC7CC26D5174F500E748FAB125CC8403D1CAAEA44C0551B8CCABF3F20D1F1
2025-01-20T00:24:22.000Z,,,1640,ID:5607298,0,XRP,0.6153715912,USD,,Tipper NFT Faucet : PARC - drop #17384,6315970F364961B4AA232E1C785C1D954CECB8EFDC9E98D9AFF1DF7F2D993B9D
2025-01-20T00:24:22.000Z,,,801,ID:5607298,0,XRP,0.30055649058,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #12079,988C0AD6036F434B4E1A2F1D161F6723FBF53943D9557B38FE430F04F200689B
2025-01-20T00:23:30.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003545448,USD,,Sell offer by xrp.cafe,B36907D7E5CB9766EFABFC218E4EC7B64B01CF74DA6971FDD5C2564E1F266404
2025-01-20T00:23:00.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003545448,USD,,,6DE0E6DD26E17DE091C244ADC0193497A5D015E76434AEE9D9A3392088A432A7
2025-01-19T04:02:41.000Z,,,0.000001,XRP,0,XRP,0.00000324559,USD,,,E96B18D3C2E39AE1304C0B9D90DF235F3051FB3B86383FFF86A634FA0DCF83B4
2025-01-19T04:02:41.000Z,,,0.000001,XRP,0,XRP,0.00000324559,USD,,,49655B94BC760D61323914DDE1C731AAB440C2068E66DC26852173FFE8761F83
2025-01-19T04:02:11.000Z,-2441,ID:5607298,,,0,XRP,-1.426839582719,USD,,,7E63DE0D17A008D36CCBB26176903F7216509AEB650DB0485AC9528C994454C7
2025-01-19T04:02:11.000Z,,,,,0.000012,XRP,1.74854538455,USD,,,7E63DE0D17A008D36CCBB26176903F7216509AEB650DB0485AC9528C994454C7
2025-01-19T03:51:01.000Z,,,1640,ID:5607298,0,XRP,0.95863044476,USD,,Tipper NFT Faucet : PARC - drop #14381,94A1DD6580DC22B8BF5BD716FA299547B737491654E321E1E20971964198273D
2025-01-19T03:51:01.000Z,,,801,ID:5607298,0,XRP,0.468209137959,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #11985,50136A23FC80C021499DCA688B88D29445788861EEA85200AFB110C2696A4828
2025-01-18T15:38:50.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003807744,USD,,Buy offer by xrp.cafe,56A8DD87DEEE8B4002D142764B406738E80EF91F1CB7024A4B7CE94E365BEE36
2025-01-18T15:31:01.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003807744,USD,,Buy offer by xrp.cafe,B38F27BE99CDE1B2CC31033A78C09B52F733FF63E1FC1C28FF6741F5E208E9E1
2025-01-18T15:29:41.000Z,-0.000012,XRP,,,0.000012,XRP,-0.0000383748,USD,,Buy offer by xrp.cafe,A083A43A799DA8F2EEA3A11B398F4AADDFF1B105B61AA75CD2FA66349642BD0D
2025-01-17T19:23:21.000Z,,,0.000001,XRP,0,XRP,0.00000320535,USD,,,E4E82B9CA6048278E2E26AAF989630E8F81CB6BE42D4AF48B54FE29700FFF348
2025-01-17T19:23:20.000Z,,,0.000001,XRP,0,XRP,0.00000320535,USD,,,3B753EE7488138E8DCC509B4C7A1156370CAE16BC9CBAC10A0DB270AE403891A
2025-01-17T19:18:40.000Z,-4882,ID:5607298,,,0,XRP,-2.81829821787,USD,,,9A03DA1F5B7862FF2AA6DAECBDFA1C498C8C38F5105E6D2ED349890FA9FB3C23
2025-01-17T19:18:40.000Z,,,,,0.000012,XRP,3.85673802165,USD,,,9A03DA1F5B7862FF2AA6DAECBDFA1C498C8C38F5105E6D2ED349890FA9FB3C23
2025-01-17T18:59:31.000Z,,,1640,ID:5607298,0,XRP,0.9467449974,USD,,Tipper NFT Faucet : PARC - drop #17782,A337B6355C4DE2F22AA8C5E429888C6C947D07D7CECBA6B9DC802F0E13AF985A
2025-01-17T18:59:31.000Z,,,801,ID:5607298,0,XRP,0.462404111535,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #10947,D78CF2AB4CFBE39B833D2D7BB2E8131C25476598FAED918D5B70889AFF3BEA6F
2025-01-17T04:20:52.000Z,,,1640,ID:5607298,0,XRP,0.686589729359999945767004,USD,,Tipper NFT Faucet : PARC - drop #18258,858E5B22CD94AB04B7389E76E27651DD39B5B5132443E1FE0DB11DEF5701C388
2025-01-17T04:20:52.000Z,,,801,ID:5607298,0,XRP,0.3353404714739999735118111,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #17421,9AF43FF171C17A8F163002F7EFAE787C974DEA73A01B0F35FE1600155450A0F3
2025-01-16T04:47:50.000Z,,,0.000001,XRP,0,XRP,0.00000307638,USD,,,DC38FAD219ED082619318E6CFC17BA180512E2F3B05C888133E24CEED80838A2
2025-01-16T04:47:50.000Z,,,0.000001,XRP,0,XRP,0.00000307638,USD,,,DF2BCEE6118F67A0F231869639A1A778B1A11303587B0FB2D0A9504A0913050C
2025-01-16T04:47:22.000Z,,,,,0.000012,XRP,2.24565587946,USD,,,6E19E8E91151B679DCE0A4223EEBB45DFF2EAF796AE8F04B01750433E31D3CE8
2025-01-16T04:47:22.000Z,-499999.999,ID:26528280,,,0,XRP,-0.198272690603454618,USD,,,6E19E8E91151B679DCE0A4223EEBB45DFF2EAF796AE8F04B01750433E31D3CE8
2025-01-16T04:47:00.000Z,,,0.000001,XRP,0,XRP,0.00000307638,USD,,,9822C00F9387C78DCDC96ABA2B76C66E24B4F18B26102724F6163BAD0DFEFC59
2025-01-16T04:46:51.000Z,,,0.000001,XRP,0,XRP,0.00000307638,USD,,,C27CC0E77CA9382E25E4E63619F351944FB974596B17C32E9D6EDA082EF527B6
2025-01-16T04:46:32.000Z,-2441,ID:5607298,,,0,XRP,-0.9506955572279999249055642,USD,,,1135DE8E6915F21DA645D28460A69E248C0F0410262875C35CC0BCD806EBE4FA
2025-01-16T04:46:32.000Z,,,,,0.000012,XRP,1.52211283812,USD,,,1135DE8E6915F21DA645D28460A69E248C0F0410262875C35CC0BCD806EBE4FA
2025-01-16T03:31:30.000Z,,,0.000001,XRP,0,XRP,0.00000303908,USD,,,903E6DFE4F234CCD1AC7D3A51F219693DF684E54BC785183E36B94D74A5EB872
2025-01-16T03:31:21.000Z,,,0.000001,XRP,0,XRP,0.00000303908,USD,,,093F9A5864E697E107377DD4B872208BDF28F2E283FF2F8720B3DB954D91960D
2025-01-16T03:31:00.000Z,-2500,ID:20330157,,,0,XRP,-5.774251999999997948621,USD,,SWAP Transaction initiated via XPmarket.com,2211710F412BA28D09BCF566E292F4395F6E1A2E5E9A889F7EF84D252CAF1390
2025-01-16T03:31:00.000Z,,,,,0.000012,XRP,5.77421553104,USD,,SWAP Transaction initiated via XPmarket.com,2211710F412BA28D09BCF566E292F4395F6E1A2E5E9A889F7EF84D252CAF1390
2025-01-15T23:27:21.000Z,,,0.000001,XRP,0,XRP,0.00000315131,USD,,,BF21B384B059750E1D4EE657ABEEEC94514D06257A16048B19316D7B5A3C9332
2025-01-15T23:19:50.000Z,,,2500,ID:20330157,0,XRP,5.98748899999999787286575,USD,,,8F9E76C13F3FD7C4D8FB41809AD569E443CCE4EF8F80F133D9142F135150B417
2025-01-15T23:17:50.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003781572,USD,,,D8BE4977CEDF659ADD24576682B9C5C6E285CD931B00DF491CE1E1CB4A3E83A9
2025-01-15T23:17:01.000Z,,,5,XRP,0,XRP,15.75655,USD,,,90F09351645C2A84E1767B704560B30C438D95A2903E126EA7940C709E327B0D
2025-01-15T23:11:40.000Z,,,0.000001,XRP,0,XRP,0.00000315131,USD,,,BB474F2B96878EDA2B13232453BD5415949855AB9BA326734A81A6FCC87DD0E0
2025-01-15T23:08:30.000Z,,,500000,ID:26528280,0,XRP,0.1986342555,USD,,,949F7470B5F520E0A98F0F79830181A8E940C0C286976C76432AD7B460590664
2025-01-15T23:07:10.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003698388,USD,,,3AD644FA0C41484FB15CC3D0A5873F6C7DCA0D3F8A83F7A9BD5E0EDF1965A3F1
2025-01-15T23:06:12.000Z,,,5,XRP,0,XRP,15.40995,USD,,,2FA461088E55F8E49E25420C59A7E51C304229798DCC8BA3ADBBD75E609B4759
2025-01-15T20:54:01.000Z,,,1640,ID:5607298,0,XRP,0.616691033519999951288228,USD,,Tipper NFT Faucet : PARC - drop #14958,276A08D636EEA02A38AE302781D27B551CF9CF083BD499BC87DB4DB42AFB8C37
2025-01-15T20:54:01.000Z,,,801,ID:5607298,0,XRP,0.3012009255179999762084577,USD,,Tipper NFT Faucet : MonkeyPUNKs - drop #19487,AB738748BD52CC54F30679E042348B07076A2839E378E29EE78F67A215C56F68
2025-01-15T14:31:01.000Z,-0.000012,XRP,,,0.000012,XRP,-0.00003436152,USD,,,048AF5F02B51C9DF6D77061ED4E4F3AC4661AE6872F14C173AB2F2A8EBD6ED39
2025-01-15T14:19:42.000Z,-0.000012,XRP,,,0.000012,XRP,-0.0000343248,USD,,,6B3F03B6A9C1B3220957475CDB29188D008F7B4F6089433368CBE68D7FF8DC51
2025-01-15T14:19:21.000Z,-0.000012,XRP,,,0.000012,XRP,-0.0000343248,USD,,,DB488C4D919F1B6334612E04203E0ACD32C77F74E8744983632B243799FD85FC
2025-01-15T14:16:51.000Z,,,0.000001,XRP,0,XRP,0.0000028604,USD,,,C96A424D12CE4E57E395A6CB56BA3DC12BE184F2066B6AF4CC4781D7128547F7
2025-01-15T14:16:51.000Z,,,0.000001,XRP,0,XRP,0.0000028604,USD,,,D67A1FB5B96248D280BD984002C80C2379EA553C8730F8B9A59A1CA279D9F611
2025-01-15T14:16:31.000Z,-54022225.37038,ID:23448218,,,0,XRP,-2.61150770433068436149656960936,USD,,,26D5AF124C9A78F83D909C1AC23E319584F9566C91B4179E0CC25776D44691C1
2025-01-15T14:16:31.000Z,,,,,0.000012,XRP,2.7824512396,USD,,,26D5AF124C9A78F83D909C1AC23E319584F9566C91B4179E0CC25776D44691C1
2025-01-15T14:16:01.000Z,,,0.000001,XRP,0,XRP,0.0000028604,USD,,,3000205E63F253E6EC9805C794F9D7E8E1656CF20067E302D16025AC62EBF517
2025-01-15T14:16:00.000Z,,,0.000001,XRP,0,XRP,0.0000028604,USD,,,6F30C4DF9F87BD8C4EC56EC503D676356B4A81B0318BCD53D3B1B986EEC1DD6C
2025-01-15T14:15:30.000Z,-7279569.0366,ID:28612431,,,0,XRP,-14.5570046343150250613098459656,USD,,,04ACF79F0F58A14CFDDB0AB52DEEDBB30AD7471C24096145E77D653904AE5BC6
